Gene names,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
WARS,6593650000.0,2158100000.0,1552650000.0,6232600000.0,8394500000.0,2876700000.0,1526450000.0,6719050000.0,5523750000.0,7051150000.0,3344950000.0,3565550000.0,6264450000.0,5210650000.0,4526250000.0,3422900000.0,18139000000.0,16634500000.0,5338000000.0,53716000000.0,79918000000.0,6821150000.0,5136550000.0
PLOD1,11125500.0,0.0,4630750.0,6960050.0,0.0,0.0,19780000.0,5572000.0,0.0,16135000.0,55318000.0,0.0,17813500.0,11198000.0,27352500.0,680800.0,213385000.0,66465500.0,191380000.0,828685000.0,958130000.0,34113000.0,90953000.0
UQCRQ,2418300000.0,886070000.0,71611000.0,1226250000.0,1315200000.0,633980000.0,673850000.0,1235050000.0,1013650000.0,2420850000.0,857785000.0,854035000.0,1123150000.0,955085000.0,1360800000.0,939210000.0,1616650000.0,3028050000.0,586165000.0,2022950000.0,3752200000.0,2066450000.0,1125980000.0
ARHGAP15,1573700000.0,451730000.0,68739500.0,2677000000.0,2495950000.0,561880000.0,826885000.0,3627500000.0,1824450000.0,4000300000.0,1595550000.0,2455150000.0,1770400000.0,1122900000.0,1100280000.0,1302300000.0,1193295000.0,1774250000.0,158360000.0,567970000.0,291900000.0,949170000.0,630285000.0
PRDX6,7827600000.0,3356150000.0,1257350000.0,14412500000.0,14872000000.0,4453850000.0,4305500000.0,14593000000.0,12958500000.0,10916450000.0,14368500000.0,12646200000.0,24375000000.0,10394500000.0,10404450000.0,20070000000.0,12592300000.0,39245500000.0,6667250000.0,17989500000.0,15782500000.0,8178400000.0,7973250000.0
DHRS4,805875000.0,202450000.0,6163000.0,1106745000.0,1369550000.0,357145000.0,448625000.0,1338250000.0,1275825000.0,1320950000.0,719785000.0,650755000.0,1311600000.0,1095060000.0,553235000.0,1130130000.0,1305700000.0,3306550000.0,347330000.0,2017550000.0,2560800000.0,1169250000.0,545540000.0
CAPRIN1,1209950000.0,395205000.0,169140000.0,1522550000.0,1941950000.0,586405000.0,582150000.0,2332300000.0,2533800000.0,2008400000.0,1065150000.0,1385700000.0,1602950000.0,1510900000.0,1726600000.0,1295750000.0,2657500000.0,3081600000.0,757085000.0,2019350000.0,2863750000.0,1743650000.0,1414500000.0
LST1,3802600.0,6880150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162610000.0,45483500.0,140185000.0,518740000.0,1734850000.0,3175050.0,0.0
COMMD1,161570000.0,67575500.0,2465700.0,832115000.0,1100050000.0,172780000.0,98882500.0,867015000.0,712000000.0,548550000.0,192080000.0,487505000.0,445950000.0,330250000.0,576765000.0,260485000.0,773945000.0,993060000.0,492905000.0,1098400000.0,1009955000.0,298235000.0,339030000.0
SIGLEC7,0.0,0.0,901600.0,5813500.0,18995000.0,0.0,35533000.0,48174000.0,55064500.0,0.0,17575500.0,10240500.0,31507000.0,34793500.0,12155900.0,0.0,237025000.0,0.0,292685000.0,745375000.0,503395000.0,701155000.0,1811000000.0
ARL8B,1430200000.0,1762300000.0,65292500.0,1439650000.0,1563900000.0,344940000.0,611135000.0,1899800000.0,1741400000.0,2332650000.0,1552750000.0,1607650000.0,2052450000.0,2088200000.0,3270150000.0,1084290000.0,3072200000.0,5809200000.0,1872050000.0,5672700000.0,9621350000.0,2643400000.0,4651650000.0
ZFX,348395000.0,257775000.0,2801050.0,573390000.0,516225000.0,105747500.0,168975000.0,536475000.0,314404000.0,576655000.0,398175000.0,516350000.0,420730000.0,284015000.0,400500000.0,393800000.0,258285000.0,529210000.0,48221000.0,74814500.0,281320000.0,532650000.0,476610000.0
CCDC59,23157000.0,47776000.0,636050.0,221040000.0,126015000.0,26629000.0,103023000.0,103882000.0,102176500.0,153240000.0,87926000.0,270820000.0,126195000.0,70650500.0,66873000.0,120920000.0,28300500.0,23425500.0,13085000.0,25814500.0,10455800.0,152440000.0,2396000.0
PML,8104350000.0,4860700000.0,156210000.0,8212350000.0,7084000000.0,2470000000.0,2861900000.0,8753000000.0,8983850000.0,6808900000.0,4985800000.0,8512650000.0,9007800000.0,5504850000.0,5536850000.0,4930750000.0,3616900000.0,5556100000.0,977180000.0,5336250000.0,6467700000.0,7830550000.0,6330650000.0
IDI1,525230000.0,82507500.0,42054500.0,275840000.0,307150000.0,222170000.0,116767000.0,293220000.0,295650000.0,359680000.0,137290000.0,160585000.0,306485000.0,259780000.0,300735000.0,156940000.0,302985000.0,845990000.0,81579000.0,369005000.0,463650000.0,310385000.0,252360000.0
MBD2,870840000.0,270925000.0,49504000.0,1490050000.0,1683150000.0,336015000.0,417715000.0,1575550000.0,953000000.0,1920950000.0,775420000.0,858585000.0,1660350000.0,1134920000.0,1327250000.0,740700000.0,824575000.0,937460000.0,296555000.0,938245000.0,1659550000.0,1128750000.0,1024685000.0
MUL1,2566500.0,1116750.0,0.0,0.0,0.0,1565700.0,2121700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817650.0,0.0,0.0,31534000.0,0.0,28427500.0,38340500.0,13851850.0,11669500.0
DHRSX,0.0,0.0,0.0,0.0,0.0,0.0,3264400.0,2687650.0,0.0,0.0,7873850.0,0.0,7011750.0,0.0,2860350.0,0.0,24849000.0,25587000.0,0.0,21662500.0,1519350.0,14171000.0,5018500.0
BOD1L1,1296150000.0,749895000.0,77969000.0,1279250000.0,1133500000.0,305980000.0,515470000.0,1316000000.0,891685000.0,1866900000.0,1349250000.0,1398250000.0,1467450000.0,1119250000.0,1217600000.0,1191100000.0,1422600000.0,1702450000.0,302305000.0,1368800000.0,1044800000.0,1890700000.0,992875000.0
RAB27A,246060000.0,230485000.0,8788650.0,1412000000.0,2575500000.0,431300000.0,611410000.0,1550800000.0,965480000.0,1650150000.0,438170000.0,619050000.0,3334250000.0,3384150000.0,3226550000.0,1131700000.0,869680000.0,138050000.0,2748600000.0,4617400000.0,2922550000.0,2584900000.0,4038450000.0
ALDH16A1,3458400000.0,1046240000.0,81275500.0,2307300000.0,3668600000.0,649640000.0,1058945000.0,3496400000.0,2116150000.0,3519350000.0,2312650000.0,1981450000.0,2613950000.0,1375865000.0,1993350000.0,2054350000.0,7486750000.0,9580850000.0,1523900000.0,5372800000.0,5267850000.0,3546950000.0,2325900000.0
ETFB,6998100000.0,2586450000.0,416755000.0,6588600000.0,7647800000.0,2377950000.0,2627050000.0,8114150000.0,4726350000.0,8475250000.0,4176350000.0,4176950000.0,8072800000.0,4756300000.0,4676250000.0,6969450000.0,6101000000.0,9081400000.0,2151300000.0,8198050000.0,9354250000.0,7836350000.0,3469550000.0
VTN,72036500.0,68275500.0,166425000.0,3297700000.0,6074250000.0,24568500000.0,3667750000.0,13044500000.0,13888500000.0,19831500000.0,22045500000.0,2138195000.0,10671550000.0,1413255000.0,1872650000.0,2257550000.0,14001000000.0,11528000000.0,1201750000.0,17510500000.0,11528400000.0,377170000.0,287450000.0
SORD,1871350000.0,556545000.0,66215500.0,682955000.0,643685000.0,181915000.0,152970000.0,730015000.0,808305000.0,670570000.0,690610000.0,446990000.0,641560000.0,476035000.0,459050000.0,438435000.0,1601500000.0,3328100000.0,920675000.0,2232350000.0,1922600000.0,598285000.0,220690000.0
SHOC2,589735000.0,581505000.0,45059500.0,1000420000.0,1539100000.0,531320000.0,281775000.0,1141775000.0,736705000.0,1231800000.0,384535000.0,761780000.0,1151870000.0,868220000.0,590780000.0,1024495000.0,1350950000.0,1552500000.0,236430000.0,1118980000.0,1355850000.0,533965000.0,886365000.0
PARP1,52731000000.0,24416500000.0,2161300000.0,57055500000.0,63234500000.0,11021100000.0,14627000000.0,57948000000.0,39446500000.0,67593000000.0,28906500000.0,34727500000.0,50361000000.0,37117500000.0,32196000000.0,30611000000.0,17634500000.0,23964500000.0,2480900000.0,7385100000.0,10347950000.0,26296500000.0,18327000000.0
ECM1,24887000.0,7446000.0,37128500.0,13096250.0,25257500.0,88656000.0,17175000.0,29262000.0,38694500.0,97149000.0,108545000.0,29890150.0,16737000.0,25045500.0,34054500.0,14368850.0,63688000.0,34966000.0,8048500.0,38096000.0,0.0,5869650.0,14950300.0
AHNAK,63837000000.0,11449500000.0,6745650000.0,235250000000.0,346385000000.0,74204000000.0,92084500000.0,299105000000.0,212090000000.0,292195000000.0,69525000000.0,42216500000.0,269815000000.0,213560000000.0,198585000000.0,25336000000.0,210485000000.0,134640000000.0,93556500000.0,337405000000.0,314895000000.0,181700000000.0,146425000000.0
AKR7A2,2009750000.0,659340000.0,18976500.0,2366600000.0,2180650000.0,745230000.0,997050000.0,1777050000.0,1969550000.0,3568600000.0,2427550000.0,2114800000.0,2789900000.0,1521250000.0,2136950000.0,2017950000.0,2830000000.0,6012200000.0,1640850000.0,2975800000.0,1909450000.0,2774950000.0,1424550000.0
GLRX5,201710000.0,170115000.0,43928500.0,1070530000.0,1147780000.0,123055000.0,286810000.0,805390000.0,1071575000.0,1611500000.0,329450000.0,751255000.0,851460000.0,556495000.0,543365000.0,517995000.0,710150000.0,1959000000.0,171870000.0,325940000.0,712085000.0,870805000.0,379000000.0
GIMAP7,43888500.0,58200500.0,4417200.0,2983550000.0,3049150000.0,1221430000.0,868435000.0,2632200000.0,1917450000.0,1430050000.0,2051650000.0,2052200000.0,2891100000.0,1529200000.0,1731800000.0,2070550000.0,129160000.0,4412700.0,343240000.0,1812300000.0,1894950000.0,747070000.0,987255000.0
GTPBP1,1532500000.0,393215000.0,38208000.0,1963300000.0,2183100000.0,466200000.0,528505000.0,2072300000.0,1212420000.0,2120450000.0,1095850000.0,1210050000.0,2354350000.0,1211650000.0,1263450000.0,1060970000.0,1239495000.0,1910700000.0,187240000.0,1029810000.0,1160200000.0,1758650000.0,993060000.0
FTSJ3,727090000.0,470185000.0,36925000.0,1010195000.0,1091100000.0,247360000.0,460470000.0,1527950000.0,1017360000.0,1552900000.0,803630000.0,1270450000.0,1294150000.0,911080000.0,631090000.0,1419300000.0,500520000.0,1030665000.0,59060000.0,162700000.0,374010000.0,1097050000.0,304395000.0
PIGK,99318000.0,53476500.0,5991250.0,209355000.0,226665000.0,119485000.0,103554500.0,250500000.0,212515000.0,350985000.0,295860000.0,213380000.0,319350000.0,194495000.0,389635000.0,224265000.0,735430000.0,1091700000.0,159625000.0,348775000.0,534930000.0,527330000.0,380650000.0
EIF4G2,0.0,4328650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMBL,0.0,0.0,0.0,40174500.0,0.0,0.0,0.0,26795000.0,14719000.0,0.0,0.0,5095000.0,52794000.0,10918500.0,0.0,8665000.0,20799500.0,36005000.0,19281400.0,47681000.0,17364000.0,0.0,0.0
UTP3,216915000.0,166125000.0,8474050.0,737275000.0,698760000.0,133975000.0,125115000.0,862490000.0,676390000.0,623140000.0,371080000.0,812550000.0,673580000.0,399505000.0,412725000.0,654250000.0,142700000.0,201790000.0,63414000.0,128515000.0,67876000.0,588415000.0,163250000.0
ARHGAP26,16914350.0,7634400.0,9633500.0,27473500.0,108335000.0,51095500.0,36257500.0,43222500.0,45067500.0,46656000.0,12566050.0,34960000.0,361955000.0,450700000.0,349585000.0,109710000.0,509230000.0,117803000.0,272255000.0,710160000.0,507655000.0,436140000.0,476595000.0
APOBEC3A,0.0,798500.0,0.0,8556500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24585000.0,1594900000.0,950810000.0,0.0,0.0
HSPB1,507475000.0,163323000.0,73408000.0,277165000.0,313595000.0,74090500.0,197810000.0,640845000.0,600385000.0,364450000.0,368945000.0,83590500.0,309050000.0,48778500.0,103291000.0,102760000.0,82070500.0,148945000.0,220625000.0,728655000.0,891800000.0,470680000.0,29911000.0
SNRPE,1771450000.0,1050115000.0,23114000.0,4037500000.0,4545600000.0,460270000.0,1129455000.0,4431200000.0,2896000000.0,4641800000.0,2618300000.0,2390950000.0,4733400000.0,2417700000.0,2507950000.0,3122000000.0,2895700000.0,4245700000.0,132746500.0,792280000.0,1603300000.0,4161500000.0,3499550000.0
PPIL2,332765000.0,141345000.0,7863750.0,942400000.0,781025000.0,189765000.0,239490000.0,870600000.0,1030815000.0,1199430000.0,390815000.0,803840000.0,708565000.0,554390000.0,651110000.0,503305000.0,346655000.0,1063335000.0,59705500.0,359710000.0,522735000.0,607600000.0,626915000.0
MGA,63194500.0,38652000.0,0.0,82327500.0,72837000.0,19022300.0,66848500.0,84475000.0,71461000.0,170620000.0,99222500.0,129270000.0,215770000.0,75488000.0,73100500.0,87814500.0,108984000.0,219610000.0,7694300.0,26607000.0,44121000.0,146075000.0,48611500.0
TXNDC5,4491200000.0,2626950000.0,16709500000.0,1001640000.0,1456600000.0,828760000.0,389070000.0,1246250000.0,1463700000.0,2084850000.0,3089000000.0,396470000.0,983785000.0,1517950000.0,1081500000.0,410550000.0,5016700000.0,64276000000.0,2782800000.0,6930400000.0,5864450000.0,2683100000.0,1298450000.0
GNB1,4245100000.0,1712900000.0,210890000.0,10986500000.0,10717000000.0,1834600000.0,2430400000.0,11832000000.0,9319050000.0,12292500000.0,5666650000.0,6015700000.0,8861300000.0,6859250000.0,6688700000.0,5290650000.0,5909650000.0,10153500000.0,4608400000.0,8403150000.0,9438500000.0,8963200000.0,5014100000.0
TLR1,16324000.0,13573500.0,0.0,0.0,0.0,0.0,4184950.0,0.0,0.0,12201900.0,45482750.0,0.0,0.0,0.0,0.0,7250650.0,392910000.0,131103000.0,104518500.0,683095000.0,1391450000.0,104056000.0,58386000.0
PIP4K2C,79664000.0,32317500.0,1706150.0,593530000.0,1133700000.0,173940000.0,196890000.0,790570000.0,330160000.0,501210000.0,200730000.0,255225000.0,592715000.0,659555000.0,906035000.0,329115000.0,203550000.0,249490000.0,49268500.0,266325000.0,153160000.0,447480000.0,885295000.0
TXNIP,115882500.0,59523500.0,5295850.0,187770000.0,294925000.0,35358000.0,143335000.0,383295000.0,159900000.0,162895000.0,24481500.0,158430000.0,193660000.0,187815000.0,209525000.0,86186000.0,181880000.0,189370000.0,182360000.0,491565000.0,484175000.0,520620000.0,188075000.0
ABCB6,19533500.0,6569500.0,5500250.0,37644000.0,0.0,12980300.0,0.0,0.0,0.0,78643500.0,105909000.0,15463500.0,0.0,0.0,4441650.0,9339000.0,0.0,56139500.0,0.0,0.0,6665085.0,31032000.0,29607500.0
GALNT6,0.0,2920050.0,0.0,10930500.0,70254000.0,2399150.0,11378500.0,37690000.0,18663500.0,21744500.0,31512500.0,22011500.0,27753500.0,59854500.0,50752500.0,3784650.0,19873500.0,42792000.0,35321000.0,38064500.0,77911500.0,69684500.0,20177000.0
NUDT19,166270000.0,52024000.0,2019450.0,354380000.0,465485000.0,61167000.0,222955000.0,546990000.0,452890000.0,716220000.0,271540000.0,222345000.0,1238500000.0,553840000.0,490820000.0,344050000.0,216460000.0,456200000.0,55195500.0,168630000.0,495210000.0,798135000.0,260315000.0
ERAP2,47365000.0,42759000.0,70048500.0,6963000000.0,7096250000.0,373199000.0,762740000.0,2258765500.0,2942186000.0,7655200000.0,3266700000.0,1540900000.0,4320650000.0,1642163500.0,1287911500.0,2579700000.0,2720200000.0,2654950000.0,386982500.0,2220593500.0,4292515000.0,6030600000.0,2847500000.0
FUBP1,10048700000.0,4698250000.0,1131870000.0,15941000000.0,18193500000.0,5168150000.0,5069550000.0,17725500000.0,12136000000.0,20998000000.0,10468400000.0,11080950000.0,18363500000.0,13033000000.0,13037000000.0,11868000000.0,9298750000.0,16501000000.0,3929000000.0,9808850000.0,13786500000.0,14535000000.0,9481400000.0
RBM19,167440000.0,80246000.0,3270200.0,696185000.0,717215000.0,61694000.0,104030000.0,968725000.0,293635000.0,353585000.0,369005000.0,683225000.0,748825000.0,454470000.0,337260000.0,627055000.0,146935000.0,346815000.0,8101400.0,107212000.0,258330000.0,335545000.0,140530000.0
EIF3B,4710350000.0,1754650000.0,571595000.0,11546350000.0,13592000000.0,2805550000.0,4778000000.0,12843500000.0,11918950000.0,15945500000.0,7668100000.0,7265950000.0,13102500000.0,9654000000.0,9288850000.0,7482500000.0,9941850000.0,15662000000.0,2664000000.0,8995900000.0,10484050000.0,7833600000.0,5390350000.0
DDX10,228360000.0,115730000.0,7247000.0,223585000.0,235265000.0,22170500.0,106814000.0,454265000.0,288490000.0,379550000.0,251605000.0,229275000.0,313080000.0,229595000.0,192020000.0,381675000.0,112035000.0,97175000.0,46522500.0,60450000.0,174840000.0,248650000.0,135550000.0
F8A1,252310000.0,83204000.0,4789500.0,235155000.0,245715000.0,70061500.0,64550000.0,228895000.0,229560000.0,182880000.0,162335000.0,285145000.0,294040000.0,116245000.0,432200000.0,194815000.0,529090000.0,730495000.0,207685000.0,327060000.0,394420000.0,367910000.0,288450000.0
CHTF18,9199500.0,32647500.0,1111515.0,0.0,13528350.0,0.0,0.0,11103600.0,0.0,10499300.0,1123200.0,6141000.0,14672050.0,7583500.0,16346500.0,0.0,166485000.0,62736500.0,12565000.0,1005750.0,0.0,71081500.0,21960500.0
TRIM14,6277000.0,1257600.0,0.0,323095000.0,237470000.0,13831500.0,74196500.0,275850000.0,221895000.0,396650000.0,75677000.0,220835000.0,214015000.0,141800000.0,111930000.0,101260500.0,106160000.0,100523000.0,48288500.0,221365000.0,379710000.0,30323000.0,101545000.0
LCLAT1,55121000.0,95872000.0,16595500.0,225280000.0,186225000.0,68992000.0,80033000.0,247105000.0,195595000.0,322425000.0,150305000.0,150170000.0,311470000.0,173640000.0,125185000.0,233330000.0,128185000.0,216115000.0,33274000.0,139945000.0,242085000.0,226825000.0,147625000.0
TEP1,115130000.0,137280000.0,36482950.0,629150000.0,674695000.0,112364500.0,131195000.0,647385000.0,359795000.0,587340000.0,113712500.0,197920000.0,865445000.0,337260000.0,412585000.0,378160000.0,738625000.0,1415625000.0,195655000.0,1060550000.0,1383200000.0,475045000.0,357190000.0
FUNDC2,685505000.0,469510000.0,18009500.0,448155000.0,414065000.0,68088500.0,410675000.0,734500000.0,638575000.0,1160600000.0,262375000.0,561595000.0,1107740000.0,780670000.0,830840000.0,658980000.0,272230000.0,247015000.0,273150000.0,786700000.0,734825000.0,416265000.0,665540000.0
CPSF2,1116900000.0,491215000.0,19516050.0,1938450000.0,1900300000.0,432265000.0,673010000.0,2076300000.0,2129250000.0,2796200000.0,1064600000.0,1572100000.0,2442250000.0,1132455000.0,1361300000.0,1815050000.0,826235000.0,1904750000.0,489475000.0,1077730000.0,1563300000.0,1764250000.0,1183945000.0
STT3B,172650000.0,104230000.0,112444000.0,1427950000.0,1335200000.0,362695000.0,653585000.0,1388050000.0,1307550000.0,1190450000.0,871895000.0,912300000.0,1592500000.0,777870000.0,624360000.0,819305000.0,793800000.0,4145950000.0,763625000.0,1830300000.0,2470950000.0,1561350000.0,674490000.0
NID1,7328000.0,5916100.0,2257250.0,5363500.0,0.0,2512800.0,0.0,0.0,5299550.0,20820500.0,0.0,4863000.0,0.0,0.0,5845500.0,5441000.0,13338500.0,4560550.0,9553850.0,61091000.0,47766000.0,10064650.0,11296550.0
KBTBD11,42497500.0,41790000.0,0.0,330830000.0,140325000.0,105108000.0,33892500.0,59113500.0,104694500.0,255085000.0,158545000.0,684170000.0,19040500.0,8344000.0,0.0,269905000.0,146115000.0,44802650.0,258400000.0,750375000.0,299330000.0,984950.0,22073000.0
PPP3CC,291905000.0,124525000.0,2493050.0,410700000.0,621485000.0,145355000.0,116145000.0,448080000.0,239300000.0,320810000.0,264725000.0,201045000.0,644160000.0,380405000.0,776835000.0,255900000.0,64259500.0,395920000.0,31589000.0,96015000.0,87536000.0,359800000.0,379170000.0
DMXL1,601690000.0,271520000.0,7297700.0,255280000.0,385175000.0,218890000.0,50246000.0,322475000.0,212320000.0,504860000.0,125545000.0,139110000.0,210530000.0,184825000.0,319510000.0,213265000.0,579360000.0,1925950000.0,130855000.0,419015000.0,281975000.0,296415000.0,228675000.0
PDK1,346205000.0,164310000.0,9587950.0,664340000.0,496280000.0,53692500.0,124804000.0,276775000.0,340010000.0,653285000.0,647225000.0,839345000.0,546470000.0,231830000.0,140015000.0,1571900000.0,85581000.0,130020000.0,31012000.0,128855000.0,177190000.0,230540000.0,100156000.0
SERBP1,195570000.0,272465000.0,96028000.0,524235000.0,561980000.0,262560000.0,43127000.0,302595000.0,303200000.0,487855000.0,372670000.0,357810000.0,294640000.0,410250000.0,367195000.0,549965000.0,589590000.0,389720000.0,34172000.0,301855000.0,149495000.0,395165000.0,206725000.0
POFUT1,363545000.0,53319500.0,17399800.0,407020000.0,515990000.0,140930000.0,113493000.0,633880000.0,436025000.0,518275000.0,128295000.0,146040000.0,515115000.0,340380000.0,409165000.0,231735000.0,672440000.0,1274050000.0,308580000.0,1422850000.0,3396750000.0,316195000.0,327170000.0
BCKDK,57817500.0,16537500.0,9967000.0,111020000.0,137740000.0,15067500.0,31543500.0,105271000.0,93393000.0,338625000.0,66524500.0,79782500.0,323625000.0,88274000.0,79297500.0,144760000.0,222565000.0,74144500.0,53214000.0,180865000.0,424110000.0,100223500.0,64867000.0
PPM1B,890510000.0,339165000.0,60987500.0,1758450000.0,1719400000.0,472300000.0,322765000.0,1749050000.0,1402550000.0,1874400000.0,816605000.0,877850000.0,1425015000.0,967640000.0,1066830000.0,864760000.0,1036105000.0,2457850000.0,744720000.0,1747300000.0,1736250000.0,1243750000.0,1275750000.0
TMEM165,13093800.0,19821500.0,12261500.0,35778000.0,24703000.0,14780600.0,22571000.0,57291500.0,0.0,45660000.0,10854200.0,12049500.0,45395000.0,46762000.0,49828000.0,26101000.0,244415000.0,214650000.0,89905500.0,172625000.0,242290000.0,85843000.0,57540000.0
PARP4,170585000.0,68030000.0,12027100.0,2460500000.0,1960800000.0,389065000.0,740760000.0,3032750000.0,1905750000.0,1918850000.0,572110000.0,1107935000.0,1263950000.0,836140000.0,1217550000.0,706920000.0,1417850000.0,1730700000.0,363530000.0,2752600000.0,3923100000.0,1139400000.0,1535800000.0
PAFAH2,0.0,0.0,0.0,39834500.0,87183000.0,27932000.0,9251750.0,45663500.0,13351150.0,24001000.0,44851500.0,45046500.0,103319000.0,142590000.0,325805000.0,96333000.0,0.0,1080000000.0,47778000.0,147675000.0,56797500.0,125977000.0,570140000.0
RSU1,605685000.0,172455000.0,11579650.0,1680900000.0,2882900000.0,257660000.0,502985000.0,2608000000.0,1724805000.0,1670350000.0,616350000.0,766765000.0,1583415000.0,1116250000.0,1355000000.0,452955000.0,1698900000.0,1544000000.0,1244835000.0,3629400000.0,4149950000.0,1292400000.0,790965000.0
TARBP2,61477500.0,9629050.0,3534850.0,25206000.0,55190500.0,4477100.0,19308500.0,21981000.0,30635500.0,54542000.0,17004000.0,10700900.0,31081000.0,30872500.0,23630000.0,18535000.0,108353000.0,71464000.0,8967500.0,105786500.0,102932500.0,65967000.0,33911500.0
PHPT1,399805000.0,145701000.0,74238000.0,236990000.0,184465000.0,333930000.0,373445000.0,179550000.0,461180000.0,602020000.0,314240000.0,68677500.0,431105000.0,358355000.0,294450000.0,206870000.0,1130800000.0,1015410000.0,388355000.0,1040375000.0,585890000.0,244090000.0,388205000.0
LAMP1,1999800000.0,1467450000.0,26963000.0,4063300000.0,3997100000.0,2091200000.0,1282850000.0,4619350000.0,3323050000.0,3421250000.0,1753350000.0,4243050000.0,4489050000.0,8828850000.0,10351300000.0,3240950000.0,948085000.0,7103100000.0,4578400000.0,7999900000.0,10014900000.0,7462100000.0,15437500000.0
PTBP3,2260500000.0,1117850000.0,13241500.0,2499400000.0,2956050000.0,1110400000.0,1022405000.0,3411600000.0,2773800000.0,4153300000.0,2225350000.0,1709450000.0,3458150000.0,2220350000.0,2794150000.0,1374550000.0,3327400000.0,10665500000.0,319370000.0,2166900000.0,2517050000.0,2411500000.0,3060600000.0
COX6C,2706850000.0,910045000.0,293465000.0,3603600000.0,3803450000.0,1762200000.0,2011900000.0,2611700000.0,2128000000.0,2904100000.0,1770500000.0,2743250000.0,2234950000.0,2735650000.0,3053250000.0,2616000000.0,1717490000.0,3968150000.0,1440200000.0,3242750000.0,3751700000.0,974875000.0,1432355000.0
STRBP,3314250000.0,1989600000.0,45186500.0,1483900000.0,1037190000.0,289220000.0,289240000.0,1470700000.0,1464900000.0,1404600000.0,1129655000.0,974900000.0,981420000.0,1113650000.0,531500000.0,1255150000.0,285011500.0,4058200000.0,25644000.0,274580000.0,307605000.0,1017515000.0,217930000.0
HK2,168620000.0,110139000.0,18281000.0,98589000.0,59533000.0,27202000.0,59008500.0,93761000.0,100770000.0,123605000.0,110080500.0,105336500.0,138489000.0,76161500.0,94405000.0,72893500.0,1505600000.0,281160000.0,684095000.0,1454100000.0,1070400000.0,94669500.0,59391000.0
ST14,135185000.0,23264500.0,0.0,0.0,0.0,0.0,3202800.0,0.0,0.0,18205500.0,13618550.0,0.0,7287500.0,21138000.0,0.0,0.0,426285000.0,1031260000.0,61635000.0,200540000.0,104712000.0,16696500.0,7026500.0
KTN1,4492050000.0,2327800000.0,342735000.0,5041750000.0,5697350000.0,1383900000.0,2496950000.0,4859700000.0,4506050000.0,5879550000.0,4094300000.0,4199050000.0,6667450000.0,4234850000.0,4279300000.0,3365000000.0,6010950000.0,13665000000.0,1556750000.0,4250900000.0,6875000000.0,4704850000.0,3345500000.0
DOCK9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3812400.0,0.0,0.0,0.0
EIF4E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56422000.0,0.0,18206500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPIA,669175000.0,142785000.0,13151650.0,1966050000.0,1521800000.0,295900000.0,239940000.0,1803200000.0,1173300000.0,1364700000.0,1116665000.0,2335850000.0,1345150000.0,971735000.0,988110000.0,2521600000.0,907170000.0,2161600000.0,113550000.0,537085000.0,768940000.0,1571850000.0,429340000.0
PIK3R6,0.0,0.0,0.0,50481250.0,115744000.0,27810200.0,16026150.0,72331500.0,161540000.0,331860000.0,113905000.0,95502500.0,19159400.0,5994150.0,78626000.0,16652500.0,59077000.0,47647500.0,16105800.0,61383500.0,16427500.0,13066700.0,0.0
FHOD1,194790000.0,50082500.0,36930500.0,560920000.0,872330000.0,345050000.0,343645000.0,635875000.0,526605000.0,451335000.0,159285000.0,131255000.0,812970000.0,776485000.0,824185000.0,148525000.0,1275200000.0,552840000.0,356325000.0,1453850000.0,1128750000.0,424570000.0,812830000.0
RPL3,13278500000.0,5480000000.0,1929300000.0,25387500000.0,24135500000.0,8525400000.0,8572150000.0,28437500000.0,22922000000.0,25771000000.0,19848500000.0,21948000000.0,23931000000.0,18690500000.0,18627500000.0,17195000000.0,19747000000.0,33761500000.0,2733150000.0,7813550000.0,8816950000.0,22807000000.0,15549500000.0
